tour_id,tour_name,id,jersey_no,name,short_name,position_id,position,position_short,team_id,team_name,team_short_name,is_started,is_onbench,is_goalkeeper,is_substitute,minutes_played,bonus_points,injury_minutes_played,actual_minutes_played,goaltenders,events.goals,events.own_goals,events.assists,events.key_passes,events.chances_created,events.shots,events.shots_on_target,events.shots_off_target,events.fouls_committed,events.fouls_suffered,events.yellow_cards,events.red_cards,events.is_second_yellow_card,events.offsides,events.corner_kicks,events.crosses,events.free_kicks,events.throw_in,events.punches,events.catches,events.goals_conceded,events.clean_sheet,events.cleansheet,events.fantasy_assists,events.penalties_saved,events.penalties_earned,events.penalties_conceded,events.penalties_missed,events.freekicks_conceded_goal,events.freekicks_earned_goal,events.blocked_shots,events.defensive_blocked_shots,events.penalty_kicks.total,events.penalty_kicks.goals,touches.total,touches.total_passes,touches.good_passes,touches.bad_passes,touches.interceptions,touches.blocks,touches.tackles,touches.successful_tackles,touches.unsuccessful_tackles,touches.clearance,touches.saves,touches.take_on_total,touches.take_on_successful,touches.take_on_unsuccessful,touches.last_man_tackle_successful,touches.last_man_tackle_unsuccessful,touches.successful_passes,touches.interceptions_won,touches.aerial_duel.total,touches.aerial_duel.won,touches.aerial_duel.lost,touches.ground_duel.total,touches.ground_duel.won,touches.ground_duel.lost,goaltenders.shots_faced,goaltenders.shots_on_goal_faced,goaltenders.goals_allowed,goaltenders.saves,goaltenders.catches,goaltenders.punches,goaltenders.penalty_kicks.shots_faced,goaltenders.penalty_kicks.goals_allowed,goaltenders.penalty_kicks.saves,country_id,country_name,dob,player_foot,height
148,ISL6,5213,22,Sergio Cidoncha,Sergio Cidoncha,3,Midfielder,MF,498,Kerala Blasters FC,KBFC,12,4,0,5,973,0,47,1025,0,1,0,3,14,17,8,1,5,7,33,2,0,0,0,20,17,33,3,0,0,14,0,1,3,0,0,0,0,0,0,2,0,0,0,676,575,452,123,16,13,37,14,23,13,0,52,2,5,0,0,0,0,7,5,2,0,0,0,0,0,0,0,0,0,0,0,0,19,Spain,8/27/1990,Right,181
148,ISL6,5506,12,Raphael Augusto,Raphael Augusto,3,Midfielder,MF,656,Bengaluru FC,BFC,9,5,0,5,783,0,25,805,0,0,0,1,8,11,17,7,4,23,18,2,0,0,1,2,10,4,3,0,0,4,0,1,1,0,0,0,0,0,0,6,0,0,0,494,396,278,118,17,11,38,15,23,7,0,32,5,3,0,0,0,0,6,4,2,1,1,0,0,0,0,0,0,0,0,0,0,58,Brazil,,,
148,ISL6,7637,28,Pape Amodou Sougou,Modou Sougou,2,Forward,FWD,506,Mumbai City FC,MCFC,13,7,0,8,1110,0,28,1156,0,3,0,2,9,11,28,11,17,17,15,5,0,0,17,0,20,1,1,0,0,14,0,3,2,0,0,0,0,0,0,0,0,0,0,386,244,114,130,8,14,26,7,19,24,0,24,4,7,0,0,0,0,39,14,25,0,0,0,0,0,0,0,0,0,0,0,0,48,Portugal,12/18/1984,Right,178
148,ISL6,8970,27,Andre Schembri,Andre Schembri,2,Forward,FWD,505,Chennaiyin FC,CFC,14,13,0,17,1124,0,28,1157,0,5,0,2,13,15,23,11,10,10,17,1,0,0,8,1,12,0,4,0,0,21,0,4,3,0,0,0,0,0,0,2,0,0,0,391,309,186,123,7,9,23,11,12,8,0,22,3,5,0,0,0,0,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,131,Malta,5/27/1986,right,178
148,ISL6,9235,9,Nerijus Valskis,Nerijus Valskis,2,Forward,FWD,505,Chennaiyin FC,CFC,18,1,0,3,1620,0,66,1727,0,15,0,6,17,23,51,24,14,24,34,3,0,0,9,1,9,8,1,0,0,26,0,3,6,0,0,0,1,0,0,13,0,1,0,626,464,269,195,6,5,12,3,9,17,0,23,6,2,0,0,0,0,70,30,40,0,0,0,0,0,0,0,0,0,0,0,0,136,Lithuania,8/4/1987,right,185
148,ISL6,9569,17,Carlos Gonzalez Pena,Carlos Pena,1,Defender,DEF,496,FC Goa,FCG,20,3,0,3,1781,0,74,1877,0,2,0,1,9,10,15,5,7,19,5,1,0,0,0,0,8,19,2,0,0,23,0,4,1,0,0,0,0,0,0,3,0,0,0,1222,996,865,131,29,21,25,10,15,121,0,86,0,0,0,0,0,0,13,6,7,0,0,0,0,0,0,0,0,0,0,0,0,19,Spain,7/28/1983,Left,181
148,ISL6,9770,13,Francisco Ramos Dorronsoro Sanchez,Francisco Dorronsoro,4,Goalkeeper,GK,1499,Odisha FC,OFC,10,7,10,1,879,0,42,926,0,0,0,0,0,0,0,0,0,2,3,4,0,0,0,0,0,18,1,9,31,17,0,2,0,1,0,0,0,0,0,0,0,0,0,340,142,107,35,1,1,0,0,0,33,23,20,3,0,0,0,0,0,0,0,0,0,0,0,87,34,17,22,29,0,6,4,1,19,Spain,5/22/1985,,180
148,ISL6,10252,19,Halicharan Narzary,Halicharan Narzary,3,Midfielder,MF,498,Kerala Blasters FC,KBFC,11,9,0,10,896,0,38,940,0,1,0,2,7,9,10,5,4,17,11,0,0,0,1,0,32,0,4,0,0,21,0,3,2,0,0,0,0,0,0,1,0,0,0,406,328,215,113,8,4,24,7,17,11,0,61,17,12,0,0,0,0,13,8,5,0,0,0,0,0,0,0,0,0,0,0,0,1,India,5/10/1994,Left,174
148,ISL6,10254,33,Laxmikant Kattimani,Laxmikant Kattimani,4,Goalkeeper,GK,1536,Hyderabad FC,HFC,6,12,6,0,540,0,26,571,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,8,0,8,25,21,0,0,0,0,0,0,0,0,0,0,0,0,0,193,62,44,18,1,0,0,0,0,16,24,6,0,0,0,0,0,0,0,0,0,0,0,0,71,37,13,24,25,0,2,2,0,1,India,5/3/1989,Right,183
148,ISL6,10255,71,Mandar Rao Dessai,Mandar Rao Dessai,3,Midfielder,MF,496,FC Goa,FCG,20,5,0,5,1746,0,69,1830,0,0,0,4,10,14,6,0,4,14,2,2,0,0,6,5,36,1,120,0,0,23,0,4,4,0,0,0,0,0,0,2,0,0,0,795,590,467,123,17,17,42,14,28,41,0,56,6,4,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,India,3/18/1992,Left,171
148,ISL6,10256,21,Narayan Das,Narayan Das,1,Defender,DEF,1499,Odisha FC,OFC,18,2,0,2,1555,0,72,1638,0,0,1,1,10,12,2,1,1,20,14,4,0,0,1,2,53,6,162,0,0,22,0,2,1,0,0,0,0,0,0,0,0,0,0,1023,664,445,219,30,41,39,11,28,93,0,57,6,4,0,0,0,0,24,12,12,0,0,0,0,0,0,0,0,0,0,0,0,1,India,9/25/1993,Left,175
148,ISL6,10278,10,Paulo Ricardo Ribeiro De Jesus Machado,Paulo Machado,3,Midfielder,MF,506,Mumbai City FC,MCFC,8,5,0,6,641,0,18,664,0,1,0,1,15,16,7,3,3,16,7,0,0,0,0,11,9,20,1,0,0,5,0,0,1,0,0,0,0,0,0,1,0,0,0,397,326,226,100,7,4,39,17,22,9,0,33,5,6,0,0,0,0,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,48,Portugal,3/31/1986,Right,174
148,ISL6,10624,33,Prabir Das,Prabir Das,1,Defender,DEF,499,ATK FC,ATKFC,19,2,0,2,1728,0,90,1841,0,0,0,5,20,26,8,2,5,13,30,3,0,0,1,0,66,1,64,0,0,12,0,7,5,0,0,0,0,0,0,1,0,0,0,837,531,291,240,31,24,64,20,44,85,0,68,14,10,0,0,0,0,33,13,20,0,0,0,0,0,0,0,0,0,0,0,0,1,India,12/20/1993,Right,172
148,ISL6,10625,17,Pronay Halder,Pronay Halder,3,Midfielder,MF,499,ATK FC,ATKFC,2,5,0,5,153,0,18,171,0,1,0,1,2,3,1,1,0,4,2,0,0,0,0,0,1,0,0,0,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,88,63,49,14,3,3,8,4,4,9,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,India,2/25/1993,Right,174
148,ISL6,10626,19,Romeo Fernandes,Romeo Fernandes,3,Midfielder,MF,1499,Odisha FC,OFC,0,3,0,3,65,0,11,80,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,29,18,9,9,1,1,2,1,1,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,India,7/6/1992,Right,168
148,ISL6,10644,20,Mohammed Rafi Madambillath,Mohammed Rafi,3,Midfielder,MF,498,Kerala Blasters FC,KBFC,0,2,0,6,65,0,29,95,0,0,0,0,2,2,1,1,0,0,3,0,0,0,0,0,1,0,1,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,37,21,15,6,1,0,3,1,2,1,0,1,0,1,0,0,0,0,9,4,5,0,0,0,0,0,0,0,0,0,0,0,0,1,India,5/24/1982,Right,179
148,ISL6,10648,8,Mohammed Rafique,Mohammed Rafique,3,Midfielder,MF,506,Mumbai City FC,MCFC,5,11,0,2,450,0,30,480,0,0,1,0,2,3,3,0,1,6,7,3,0,0,0,0,6,1,62,0,0,10,0,3,0,0,0,0,0,0,0,2,0,0,0,281,145,89,56,10,15,20,10,10,30,0,18,5,0,0,0,0,0,11,9,2,0,0,0,0,0,0,0,0,0,0,0,0,1,India,9/20/1992,Right,173
148,ISL6,10649,24,Subhasish Roy Chowdhury,Subhasish Roy,4,Goalkeeper,GK,504,NorthEast United FC,NEUFC,15,1,15,0,1350,0,72,1431,0,0,0,0,1,1,0,0,0,1,1,5,0,0,0,0,0,32,0,28,43,21,0,2,0,1,0,0,0,0,0,0,0,0,0,453,139,77,62,1,0,0,0,0,31,57,22,0,0,0,0,0,0,0,0,0,0,0,0,165,76,21,55,42,0,3,2,1,1,India,9/27/1986,Right,186
148,ISL6,10656,5,Adil Ahmed Khan,Adil Khan,3,Midfielder,MF,1536,Hyderabad FC,HFC,14,1,0,1,1239,0,60,1311,0,0,0,0,1,1,14,3,9,22,16,2,0,0,1,0,2,9,7,0,0,28,0,0,1,0,0,0,0,0,0,2,0,0,0,685,441,328,113,17,19,87,32,55,82,0,36,3,3,0,0,0,0,18,6,12,0,0,0,0,0,0,0,0,0,0,0,0,1,India,7/7/1988,Right,177
148,ISL6,10659,23,Sauvik Alok Chakrabarti,Sauvik Chakrabarti,1,Defender,DEF,506,Mumbai City FC,MCFC,8,6,0,4,720,0,37,760,0,1,0,0,1,1,2,1,1,12,4,4,1,1,0,0,7,2,59,0,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,455,294,212,82,20,10,34,11,23,38,0,24,2,0,0,0,0,0,11,3,8,2,2,0,0,0,0,0,0,0,0,0,0,1,India,7/12/1991,both,173
148,ISL6,10666,26,Shouvik Debkumar Ghosh,Shouvik Ghosh,1,Defender,DEF,504,NorthEast United FC,NEUFC,0,2,0,2,21,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,India,11/5/1992,Left,181
148,ISL6,10677,40,Kunzang Bhutia,Kunzang Bhutia,4,Goalkeeper,GK,1536,Hyderabad FC,HFC,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,India,1/3/1994,Right,186
148,ISL6,10682,13,Tumbirumbu Paramba Rehenesh,TP Rehenesh,4,Goalkeeper,GK,498,Kerala Blasters FC,KBFC,13,0,13,0,1170,0,63,1247,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,40,0,6,25,18,0,1,0,0,0,0,0,0,0,0,0,0,0,448,228,180,48,0,0,1,0,1,41,23,41,2,0,0,0,0,0,0,0,0,0,0,0,88,47,25,23,20,0,4,4,0,1,India,2/13/1993,Right,178
148,ISL6,10684,23,Soraisam Pritam Kumar Singh,Pritam Singh,1,Defender,DEF,498,Kerala Blasters FC,KBFC,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,India,12/10/1995,,174
148,ISL6,10685,8,Milan Singh Ongnam,Milan Singh,3,Midfielder,MF,504,NorthEast United FC,NEUFC,9,6,0,7,845,0,55,900,0,0,0,0,6,6,14,3,6,12,12,2,0,0,0,4,12,7,7,0,0,23,0,4,0,0,0,0,0,0,0,5,0,0,0,473,366,270,96,20,6,33,13,20,19,0,38,1,0,0,0,0,0,11,6,5,1,1,0,0,0,0,0,0,0,0,0,0,1,India,5/15/1992,Right,174
148,ISL6,10686,16,Robin Gurung,Robin Gurung,1,Defender,DEF,1159,Jamshedpur FC,JFC,9,5,0,3,791,0,35,834,0,0,0,0,3,3,0,0,0,11,9,1,0,0,0,0,18,3,100,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,523,328,226,102,11,10,40,13,27,43,0,23,3,2,0,0,0,0,12,7,5,0,0,0,0,0,0,0,0,0,0,0,0,1,India,10/24/1992,Right,172
148,ISL6,10688,22,Redeem Tlang,Redeem Tlang,3,Midfielder,MF,504,NorthEast United FC,NEUFC,14,9,0,10,1181,0,34,1226,0,3,0,0,5,6,22,12,6,24,16,4,0,0,2,3,15,1,5,0,0,20,0,4,0,0,0,0,0,0,0,4,0,0,0,583,448,252,196,11,10,69,26,43,9,0,61,13,4,0,0,0,0,10,1,9,1,1,0,0,0,0,0,0,0,0,0,0,1,India,2/22/1995,Right,172
148,ISL6,10689,7,Seiminlen Doungel,Seiminlen Doungel,3,Midfielder,MF,496,FC Goa,FCG,6,7,0,13,611,0,48,659,0,1,0,1,5,6,17,7,7,22,7,0,1,0,2,0,3,0,3,0,0,6,0,10,1,0,0,0,0,0,0,3,0,0,0,273,196,115,81,10,4,39,17,22,2,0,26,7,2,0,0,0,0,6,2,4,0,0,0,0,0,0,0,0,0,0,0,0,1,India,1/3/1994,right,172
148,ISL6,10694,10,Harmanjot Singh Khabra,Harmanjot Khabra,1,Defender,DEF,656,Bengaluru FC,BFC,19,7,0,7,1619,0,52,1685,0,0,0,0,6,6,4,1,1,17,20,5,0,0,1,2,24,5,99,0,0,12,0,6,0,0,0,0,0,0,0,2,0,0,0,826,547,393,154,34,21,56,24,32,56,0,46,5,2,0,0,0,0,25,12,13,0,0,0,0,0,0,0,0,0,0,0,0,1,India,3/18/1988,right,181
148,ISL6,10702,16,Jayesh Dilip Rane,Jayesh Rane,2,Forward,FWD,499,ATK FC,ATKFC,10,10,0,15,905,0,68,969,0,1,0,3,10,13,10,3,6,14,8,1,0,0,0,1,9,3,6,0,0,8,0,10,3,0,0,0,0,0,0,1,0,0,0,466,354,230,124,16,14,44,18,26,14,0,43,7,5,0,0,0,0,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,India,2/20/1993,Right,175
148,ISL6,10708,24,Lenny Rodrigues,Lenny Rodrigues,3,Midfielder,MF,496,FC Goa,FCG,20,7,0,7,1712,0,77,1788,0,2,0,0,8,9,16,2,12,24,9,3,0,0,0,0,7,3,4,0,0,24,0,4,1,0,0,0,0,0,0,2,0,0,0,1196,980,849,131,44,19,85,25,60,39,0,66,4,1,0,0,0,0,6,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,India,3/10/1987,Right,185
148,ISL6,10712,20,Pritam Kotal,Pritam Kotal,1,Defender,DEF,499,ATK FC,ATKFC,21,0,0,0,1890,0,104,2013,0,1,0,0,4,4,6,1,4,20,5,3,0,0,1,0,15,14,156,0,0,14,0,7,0,0,0,0,0,0,0,1,0,0,0,1091,664,503,161,34,36,71,18,53,149,0,78,4,0,0,0,0,0,19,11,8,1,0,1,0,0,0,0,0,0,0,0,0,1,India,8/9/1993,Right,179
148,ISL6,10717,29,Arindam Bhattacharja,Arindam Bhattacharja,4,Goalkeeper,GK,499,ATK FC,ATKFC,20,1,20,0,1800,0,91,1918,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,53,0,35,38,12,0,7,0,0,0,0,0,0,0,0,0,0,0,548,152,70,82,0,0,0,0,0,45,53,30,0,0,0,0,0,0,0,0,0,0,0,0,194,70,17,53,37,0,2,2,0,1,India,5/20/1989,Right,189
148,ISL6,10767,1,Subrata Paul,Subrata Paul,4,Goalkeeper,GK,1159,Jamshedpur FC,JFC,15,3,15,0,1350,0,77,1438,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,23,0,16,41,19,0,1,0,0,0,0,0,0,0,0,0,0,0,389,147,104,43,0,0,0,0,0,31,52,15,0,0,0,0,0,0,0,0,0,0,0,0,141,70,26,44,38,0,3,3,0,1,India,12/24/1986,Right,185
148,ISL6,10770,5,Raju Eknath Gaikwad,Raju Gaikwad,1,Defender,DEF,498,Kerala Blasters FC,KBFC,11,6,0,3,1022,0,45,1082,0,0,0,0,3,3,2,0,2,16,7,2,0,0,0,0,7,11,54,0,0,18,0,2,0,0,0,0,0,0,0,0,0,0,0,728,536,423,113,17,11,17,5,12,73,0,35,1,0,0,0,0,0,18,11,7,0,0,0,0,0,0,0,0,0,0,0,0,1,India,9/25/1990,Right,180
148,ISL6,11205,7,Mouhamadou Moustapha Gning,Mouhamadou Gning,3,Midfielder,MF,498,Kerala Blasters FC,KBFC,12,1,0,2,1123,0,68,1196,0,0,0,0,6,6,11,5,6,29,19,5,0,0,0,0,4,3,0,0,0,14,0,3,0,0,0,0,0,0,0,0,0,0,0,769,582,464,118,22,16,76,36,40,37,0,51,4,2,0,0,0,0,21,14,7,2,2,0,0,0,0,0,0,0,0,0,0,57,Senegal,1/23/1989,,184
148,ISL6,13366,1,Karanjit Singh,Karanjit Singh,4,Goalkeeper,GK,505,Chennaiyin FC,CFC,1,15,1,0,90,0,5,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,6,5,0,2,0,0,0,0,0,0,0,0,0,0,0,40,11,6,5,0,0,0,0,0,4,6,5,0,0,0,0,0,0,0,0,0,0,0,0,13,8,2,6,6,0,1,1,0,1,India,1/8/1986,Right,182
148,ISL6,13370,1,Gurpreet Singh Sandhu,Gurpreet Singh Sandhu,4,Goalkeeper,GK,656,Bengaluru FC,BFC,19,1,19,0,1710,0,83,1813,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,65,0,44,42,12,0,7,0,2,0,0,0,0,0,0,0,0,0,718,304,170,134,0,0,0,0,0,80,51,35,0,0,0,0,0,0,0,0,0,0,0,0,152,63,14,49,39,0,5,3,2,1,India,2/3/1992,right,194
